DayNum,VehId,Trip,Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW]
1.987932685,147,709,68,3.569999933,1326,11.37254906,1,8,3.16
1.987932685,147,709,68,3.720000029,1193,11.37254906,-4,14,1.01
1.987932685,147,709,68,3.430000067,1298,11.37254906,0,11,4.24
1.987932685,147,709,68,3.430000067,1298,11.37254906,23,14,4.08
1.987932685,147,709,68,7.989999771,1088,11.37254906,18,6,4.83
1.987932685,147,709,69,7.989999771,1088,11.37254906,-1,6,0.07
1.987932685,147,709,69,4.329999924,1154,11.37254906,22,8,4.55
1.987932685,147,709,70,4.329999924,1154,11.37254906,3,11,1.64
1.987932685,147,709,70,3.619999886,1308,11.76470566,-5,7,2.98
1.987932685,147,709,69,3.619999886,1308,11.76470566,14,10,4.96
1.987932685,147,709,69,4.5,1256,11.76470566,16,14,0.95
1.987932685,147,709,68,3.670000076,1337,11.76470566,27,15,4.55
1.987932685,147,709,68,3.670000076,1337,10.98039246,5,7,2.48
1.987932685,147,709,67,3.670000076,1337,10.98039246,15,7,1.46
1.987932685,147,709,64,3.619999886,1322,10.98039246,0,7,2.92
1.987932685,147,709,63,3.619999886,1322,10.98039246,5,11,2.29
1.987932685,147,709,63,4.28000021,1221,10.98039246,6,14,4.88
1.987932685,147,709,62,4.28000021,1221,10.98039246,10,13,3.28
1.987932685,147,709,62,10.22999954,1320,22.35294151,9,9,2.73
1.987932685,147,709,63,10.22999954,1320,22.35294151,0,5,0.19
1.987932685,147,709,63,12.03999996,1106,22.35294151,20,13,0.27
1.987932685,147,709,63,3.430000067,1125,22.35294151,26,11,0.45
1.987932685,147,709,64,3.430000067,1125,22.35294151,14,14,3.33
1.987932685,147,709,64,3.430000067,1125,46.66666794,19,14,2.64
1.987932685,147,709,63,9.119999886,1140,46.66666794,0,7,4.00
1.987932685,147,709,64,9.119999886,1140,46.66666794,25,6,4.37
1.987932685,147,709,64,8.319999695,1157,46.66666794,13,15,4.20
1.987932685,147,709,65,8.319999695,1157,46.66666794,2,10,2.72
1.987932685,147,709,65,8.579999924,1144,31.76470566,22,6,1.33
1.987932685,147,709,66,8.579999924,1144,31.76470566,-2,11,4.60
1.987932685,147,709,66,3.920000076,1124,31.76470566,6,13,0.79
1.987932685,147,709,65,3.920000076,1124,31.76470566,25,7,4.51
1.987932685,147,709,65,3.670000076,1337,31.76470566,27,13,4.20
1.987932685,147,709,64,3.670000076,1337,31.76470566,-3,15,0.39
1.987932685,147,709,64,3.670000076,1337,11.37254906,27,6,2.77
1.987932685,147,709,63,3.670000076,1337,11.37254906,11,15,3.72
1.987932685,147,709,62,3.670000076,1317,11.37254906,22,6,3.97
1.987932685,147,709,62,3.670000076,1317,11.37254906,-3,5,1.59
1.987932685,147,709,61,3.670000076,1317,11.37254906,1,11,1.18
1.987932685,147,709,61,3.819999933,1182,11.37254906,0,10,2.82
1.987932685,147,709,59,3.819999933,1182,11.37254906,14,11,0.45
1.987932685,147,709,59,3.819999933,1182,13.33333397,-2,11,4.67
1.987932685,147,709,57,4.610000134,1081,13.33333397,-4,13,4.73
1.987932685,147,709,57,14.06999969,1132,13.33333397,15,4,4.03
1.987932685,147,709,57,6.679999828,1167,13.33333397,21,5,2.19
1.987932685,147,709,57,6.679999828,1167,39.60784531,25,10,4.00
1.987932685,147,709,58,6.679999828,1167,39.60784531,13,13,0.62
1.987932685,147,709,58,3.200000048,1048,39.60784531,25,11,2.24
1.987932685,147,709,55,3.200000048,1048,39.60784531,24,8,0.14
1.987932685,147,709,55,3.720000029,1335,39.60784531,15,10,2.43
1.987932685,147,709,55,3.720000029,1335,11.76470566,14,6,0.56
1.987932685,147,709,49,3.720000029,1335,11.76470566,-1,4,4.44
1.987932685,147,709,49,3.720000029,1307,11.76470566,6,9,1.66
1.987932685,147,709,34,3.720000029,1307,11.76470566,17,12,2.35
1.987932685,147,709,34,3.769999981,1181,11.76470566,0,12,3.34
1.987932685,147,709,25,3.769999981,1181,11.76470566,4,11,4.08
1.987932685,147,709,25,3.920000076,762,21.56862831,5,12,4.11
1.987932685,147,709,14,3.920000076,762,21.56862831,30,14,0.23
1.987932685,147,709,9,3.920000076,762,21.56862831,-1,14,0.79
1.987932685,147,709,9,4.119999886,765,21.56862831,16,15,1.09
1.987932685,147,709,6,4.119999886,765,21.56862831,8,14,2.68
1.987932685,147,709,4,4.119999886,765,21.56862831,28,15,2.60
1.987932685,147,709,4,3.920000076,742,21.56862831,19,9,4.91
1.987932685,147,709,2,3.920000076,742,21.56862831,0,13,2.60
1.987932685,147,709,2,4.070000172,744,21.56862831,27,6,4.66
1.987932685,147,709,2,4.070000172,744,23.52941132,25,7,0.88
1.987932685,147,709,0,4.070000172,744,23.52941132,-3,13,4.91
1.987932685,147,709,0,4.070000172,746,23.52941132,-4,4,0.13
1.987932685,147,709,0,3.720000029,746,23.52941132,-3,12,2.87
1.987932685,147,709,0,3.720000029,746,21.56862831,-3,10,0.50
1.987932685,147,709,0,3.720000029,728,21.56862831,7,13,3.98
1.987932685,147,709,0,3.720000029,725,21.56862831,18,4,0.64
1.987932685,147,709,0,3.519999981,724,21.56862831,28,15,4.05
1.987932685,147,709,0,3.519999981,724,20.7843132,13,10,1.83
1.987932685,147,709,0,3.519999981,718,20.7843132,10,7,2.05
1.987932685,147,709,0,3.519999981,720,20.7843132,21,8,2.39
1.987932685,147,709,0,3.380000114,720,20,16,10,3.82
1.987932685,147,709,0,3.380000114,715,20,10,10,1.32
1.987932685,147,709,0,3.380000114,717,20,12,12,1.98
1.987932685,147,709,0,3.470000029,716,20.7843132,1,14,1.35
1.987932685,147,709,0,3.470000029,720,20.7843132,-3,11,3.09
1.987932685,147,709,0,3.470000029,719,20.7843132,3,5,1.23
1.987932685,147,709,0,3.519999981,719,20.7843132,24,10,3.58
1.987932685,147,709,0,3.519999981,722,20.7843132,25,5,0.07
1.987932685,147,709,0,3.519999981,712,20.7843132,-1,4,1.96
1.987932685,147,709,0,3.519999981,1600,20.7843132,17,9,4.88
1.987932685,147,709,0,14.78999996,1600,20.7843132,7,12,1.33
1.987932685,147,709,0,14.78999996,1600,40.39215851,-3,15,3.28
1.987932685,147,709,12,14.78999996,1600,40.39215851,20,15,0.89
1.987932685,147,709,12,14.78999996,1754,40.39215851,20,5,2.22
1.987932685,147,709,12,24.70999908,1754,40.39215851,3,11,3.70
1.987932685,147,709,19,24.70999908,1754,40.39215851,0,10,3.91
1.987932685,147,709,25,16.88999939,1672,40.39215851,17,6,0.18
1.987932685,147,709,29,16.88999939,1672,40.39215851,12,15,1.98
1.987932685,147,709,29,16.88999939,1672,28.23529434,25,6,4.14
1.987932685,147,709,30,7.429999828,1018,28.23529434,24,12,3.14
1.987932685,147,709,32,7.429999828,1018,28.23529434,22,13,2.89
1.987932685,147,709,35,3.920000076,1105,28.23529434,21,12,2.11
1.987932685,147,709,36,3.920000076,1105,28.23529434,25,6,0.77
1.987932685,147,709,36,6.610000134,1015,28.23529434,18,6,0.26
1.987932685,147,709,36,6.610000134,1015,27.84313774,0,9,3.12
1.987932685,147,709,39,6.610000134,1015,27.84313774,5,8,4.65
1.987932685,147,709,39,6.610000134,1015,27.84313774,0,15,4.54
1.987932685,147,709,38,6.610000134,1015,27.84313774,20,4,1.14
1.987932685,147,709,38,12.81000042,1151,27.84313774,13,12,0.66
1.987932685,147,709,40,12.81000042,1151,27.84313774,14,14,4.50
1.987932685,147,709,40,22.65999985,1405,27.84313774,22,7,2.91
1.987932685,147,709,44,22.65999985,1405,27.84313774,6,5,3.80
1.987932685,147,709,44,22.65999985,1405,51.37255096,15,14,0.23
1.987932685,147,709,44,14.92000008,1245,51.37255096,26,11,3.64
1.987932685,147,709,47,14.92000008,1245,51.37255096,24,4,3.90
1.987932685,147,709,47,15.55000019,1424,51.37255096,5,13,0.47
1.987932685,147,709,49,15.55000019,1424,51.37255096,11,14,3.20
1.987932685,147,709,50,15.55000019,1424,51.37255096,28,13,3.53
1.987932685,147,709,50,29.82999992,1455,51.37255096,12,13,3.16
1.987932685,147,709,50,29.82999992,1455,26.27450943,1,8,3.19
1.987932685,147,709,50,29.82999992,1455,26.27450943,5,13,1.75
1.987932685,147,709,53,29.82999992,1455,26.27450943,-1,5,3.35
1.987932685,147,709,53,12.92000008,1118,26.27450943,8,11,4.84
1.987932685,147,709,56,12.92000008,1118,26.27450943,13,5,3.55
1.987932685,147,709,56,5.630000114,1006,26.27450943,-1,10,0.67
1.987932685,147,709,54,5.630000114,1006,26.27450943,-4,8,0.82
1.987932685,147,709,54,12.69999981,1165,46.66666794,0,5,0.15
1.987932685,147,709,54,17.97999954,1284,46.66666794,2,8,2.68
1.987932685,147,709,53,17.97999954,1284,46.66666794,7,13,4.45
1.987932685,147,709,53,3.519999981,1182,46.66666794,20,15,4.92
1.987932685,147,709,51,3.519999981,1182,46.66666794,13,6,0.64
1.987932685,147,709,51,3.519999981,1182,29.80392265,-4,11,3.98
1.987932685,147,709,49,3.519999981,1182,29.80392265,29,14,2.71
1.987932685,147,709,49,17.70000076,1554,29.80392265,0,15,1.73
1.987932685,147,709,44,17.70000076,1554,29.80392265,-5,15,2.13
1.987932685,147,709,44,3.289999962,1494,29.80392265,18,13,4.42
1.987932685,147,709,41,3.289999962,1494,29.80392265,5,12,4.76
1.987932685,147,709,41,4.119999886,1563,34.11764908,10,8,0.16
1.987932685,147,709,43,4.119999886,1563,34.11764908,25,12,3.39
1.987932685,147,709,43,24.54000092,1773,34.11764908,19,12,4.38
1.987932685,147,709,44,24.54000092,1773,34.11764908,8,7,4.96
1.987932685,147,709,45,24.54000092,1773,34.11764908,17,11,3.99
1.987932685,147,709,45,3.329999924,1091,34.11764908,27,12,2.86
1.987932685,147,709,44,3.329999924,1091,34.11764908,8,13,2.18
1.987932685,147,709,44,3.329999924,1091,12.15686321,13,13,3.48
1.987932685,147,709,44,3.619999886,1312,12.15686321,18,9,4.77
1.987932685,147,709,42,3.619999886,1312,12.15686321,8,11,0.26
1.987932685,147,709,38,3.619999886,1312,12.15686321,-1,14,1.50
1.987932685,147,709,38,3.769999981,1221,12.15686321,4,9,3.27
1.987932685,147,709,33,3.769999981,1221,12.15686321,6,6,3.02
1.987932685,147,709,31,3.769999981,1221,12.15686321,-3,8,4.55
1.987932685,147,709,31,3.619999886,1173,12.94117641,27,14,3.58
1.987932685,147,709,28,3.619999886,1173,12.94117641,-1,5,2.33
1.987932685,147,709,27,3.619999886,1173,12.94117641,-2,9,0.78
1.987932685,147,709,27,3.670000076,1153,12.94117641,-5,5,3.36
1.987932685,147,709,26,3.670000076,1153,12.94117641,3,4,1.38
1.987932685,147,709,23,3.670000076,1153,12.94117641,7,12,1.78
1.987932685,147,709,23,3.869999886,1363,12.94117641,14,12,4.27
1.987932685,147,709,25,3.869999886,1363,12.94117641,5,6,4.02
1.987932685,147,709,25,3.869999886,1363,16.86274529,26,6,4.06
1.987932685,147,709,25,4.019999981,1003,16.86274529,8,6,4.03
1.987932685,147,709,21,4.019999981,1003,16.86274529,4,5,4.22
1.987932685,147,709,21,39.24000168,2081,16.86274529,14,11,0.37
1.987932685,147,709,31,39.24000168,2081,16.86274529,29,5,3.33
1.113105194,154,919,38,14.14000034,1414,42.35294342,11,8,1.88
1.113105194,154,919,42,14.14000034,1414,42.35294342,28,15,4.35
1.113105194,154,919,42,13.76000023,1335,42.35294342,27,12,4.69
1.113105194,154,919,44,13.76000023,1335,42.35294342,-1,7,2.25
1.113105194,154,919,44,14.19999981,1429,42.35294342,29,10,3.58
1.113105194,154,919,46,14.19999981,1429,42.35294342,-3,10,0.59
1.113105194,154,919,46,14.31000042,1510,37.64706039,2,8,3.77
1.113105194,154,919,48,14.31000042,1510,37.64706039,30,4,3.06
1.113105194,154,919,50,14.31000042,1510,37.64706039,16,15,0.66
1.113105194,154,919,50,13.71000004,1395,37.64706039,15,4,4.15
1.113105194,154,919,52,13.71000004,1395,37.64706039,26,9,3.06
1.113105194,154,919,52,12.96000004,1264,37.64706039,16,13,2.44
1.113105194,154,919,54,12.96000004,1264,37.64706039,8,4,4.98
1.113105194,154,919,54,12.96000004,1264,43.52941132,24,6,1.52
1.113105194,154,919,56,12.96000004,1264,43.52941132,20,9,3.39
1.113105194,154,919,56,14.46000004,1333,43.52941132,13,6,1.31
1.113105194,154,919,58,14.46000004,1333,43.52941132,6,4,3.43
1.113105194,154,919,60,14.46000004,1333,43.52941132,27,9,2.81
1.113105194,154,919,60,14.59000015,1387,43.52941132,12,11,4.79
1.113105194,154,919,62,14.59000015,1387,43.52941132,2,13,1.24
1.113105194,154,919,61,14.59000015,1387,43.52941132,19,11,3.64
1.113105194,154,919,61,14.68000031,1439,41.17647171,22,13,2.56
1.113105194,154,919,63,14.68000031,1439,41.17647171,-3,7,2.58
1.113105194,154,919,65,14.68000031,1439,41.17647171,-1,12,0.62
1.113105194,154,919,65,13.42000008,1462,41.17647171,16,11,1.45
1.113105194,154,919,65,13.01000023,1415,41.17647171,27,8,3.39
1.113105194,154,919,65,13.01000023,1415,32.15686417,-5,13,1.61
1.113105194,154,919,66,13.01000023,1415,32.15686417,21,5,1.77
1.113105194,154,919,66,10.03999996,1258,32.15686417,9,15,1.09
1.113105194,154,919,68,10.03999996,1258,32.15686417,4,4,3.34
1.113105194,154,919,66,10.03999996,1258,32.15686417,24,4,0.22
1.113105194,154,919,66,3.700000048,1242,32.15686417,21,5,4.23
1.113105194,154,919,67,3.700000048,1242,32.15686417,17,13,1.77
1.113105194,154,919,67,7.980000019,1541,20.7843132,3,14,1.79
1.113105194,154,919,65,7.980000019,1541,20.7843132,14,5,1.62
1.113105194,154,919,65,7.480000019,1543,20.7843132,10,9,4.81
1.113105194,154,919,64,7.480000019,1543,20.7843132,12,12,4.73
1.113105194,154,919,66,7.480000019,1543,20.7843132,18,14,2.23
1.113105194,154,919,66,7.840000153,1508,20.7843132,27,13,1.47
1.113105194,154,919,63,7.840000153,1508,20.7843132,13,11,2.31
1.113105194,154,919,63,7.840000153,1508,20.7843132,24,6,3.02
1.113105194,154,919,63,7.840000153,1508,29.01960754,3,4,1.88
1.113105194,154,919,63,8.5,1421,29.01960754,20,7,1.65
1.113105194,154,919,60,8.5,1421,29.01960754,24,9,2.87
1.113105194,154,919,60,5.230000019,1312,29.01960754,12,15,1.93
1.113105194,154,919,60,5.230000019,1312,10.98039246,22,15,4.34
1.113105194,154,919,60,5.230000019,1312,10.98039246,5,8,1.82
1.113105194,154,919,60,13.76000023,1453,10.98039246,15,12,1.85
1.113105194,154,919,59,13.76000023,1453,10.98039246,5,14,1.52
1.113105194,154,919,57,13.76000023,1453,10.98039246,28,9,1.24
1.113105194,154,919,57,13.01000023,1295,10.98039246,3,12,1.83
1.113105194,154,919,58,13.01000023,1295,10.98039246,18,9,4.16
1.113105194,154,919,58,11.22999954,1271,10.98039246,13,4,3.53
1.113105194,154,919,57,11.22999954,1271,35.68627548,21,8,2.53
1.113105194,154,919,57,11.22999954,1271,35.68627548,26,4,4.94
1.113105194,154,919,57,12.86999989,1517,35.68627548,16,11,2.93
1.113105194,154,919,56,12.86999989,1517,35.68627548,4,15,3.91
1.113105194,154,919,55,12.86999989,1517,35.68627548,28,7,2.83
1.113105194,154,919,55,9.5,1442,35.68627548,4,8,3.53
1.113105194,154,919,54,9.5,1442,35.68627548,14,13,4.66
1.113105194,154,919,54,9.5,1442,33.72549057,13,4,3.50
1.113105194,154,919,55,9.5,1442,33.72549057,2,12,2.72
1.113105194,154,919,55,12.18000031,1506,33.72549057,8,11,1.36
1.113105194,154,919,53,12.18000031,1506,33.72549057,-4,12,0.35
1.113105194,154,919,53,12.34000015,1515,33.72549057,7,12,3.30
1.113105194,154,919,52,12.34000015,1515,33.72549057,12,15,4.45
1.113105194,154,919,52,21.79000092,1317,63.92156982,-4,14,3.27
1.113105194,154,919,54,21.79000092,1317,63.92156982,1,6,3.01
1.113105194,154,919,54,12.78999996,1567,63.92156982,-5,5,2.60
1.113105194,154,919,56,12.78999996,1567,63.92156982,8,9,0.73
1.113105194,154,919,55,12.78999996,1567,63.92156982,8,15,1.05
1.113105194,154,919,55,11.93000031,1261,63.92156982,26,8,0.73
1.113105194,154,919,55,11.93000031,1261,87.05882263,22,4,2.61
1.113105194,154,919,55,27.04000092,2226,87.05882263,19,9,3.86
1.113105194,154,919,57,27.04000092,2226,87.05882263,8,4,1.31
1.113105194,154,919,57,32.56999969,1805,87.05882263,4,9,3.96
1.113105194,154,919,58,32.56999969,1805,87.05882263,-2,5,4.97
1.113105194,154,919,57,32.56999969,1805,87.05882263,9,7,4.28
1.113105194,154,919,57,14.53999996,1455,40.39215851,18,6,4.28
1.113105194,154,919,59,14.53999996,1455,40.39215851,-2,6,1.48
1.113105194,154,919,58,14.53999996,1455,40.39215851,20,9,4.61
1.113105194,154,919,58,5.139999866,1468,40.39215851,14,11,3.96
1.113105194,154,919,56,5.139999866,1468,40.39215851,-4,9,4.98
1.113105194,154,919,56,3.819999933,1085,40.39215851,30,12,2.35
1.113105194,154,919,54,3.819999933,1085,40.39215851,25,7,3.18
1.113105194,154,919,49,3.819999933,1085,10.98039246,28,8,0.13
1.113105194,154,919,49,4.400000095,1449,10.98039246,1,9,1.47
1.113105194,154,919,44,4.400000095,1449,10.98039246,1,15,4.44
1.113105194,154,919,44,3.75,1170,10.98039246,13,11,4.81
1.113105194,154,919,39,3.75,1170,10.98039246,24,11,3.34
1.113105194,154,919,34,3.710000038,1370,10.98039246,26,13,2.98
1.113105194,154,919,31,3.710000038,1370,10.98039246,9,14,1.04
1.113105194,154,919,30,15.92000008,1483,10.98039246,22,14,3.15
1.113105194,154,919,30,16.5,1500,10.98039246,3,14,2.32
1.113105194,154,919,34,16.5,1500,51.37255096,26,10,3.88
1.113105194,154,919,34,21.04000092,1734,51.37255096,11,14,2.96
1.113105194,154,919,36,21.04000092,1734,51.37255096,13,15,4.16
1.113105194,154,919,38,21.04000092,1734,51.37255096,15,13,4.06
1.113105194,154,919,38,19.10000038,1469,51.37255096,9,6,3.26
1.113105194,154,919,40,19.10000038,1469,51.37255096,9,14,2.27
1.113105194,154,919,42,19.10000038,1469,51.37255096,15,14,1.89
1.113105194,154,919,45,18.64999962,1389,52.54901886,17,14,3.95
1.113105194,154,919,46,18.42000008,1489,52.54901886,20,6,3.26
1.113105194,154,919,48,18.42000008,1489,52.54901886,2,9,2.73
1.113105194,154,919,48,17.56999969,1554,52.54901886,9,12,0.29
1.113105194,154,919,49,17.56999969,1554,52.54901886,12,9,4.61
1.113105194,154,919,49,17.56999969,1554,18.8235302,-3,9,3.09
1.113105194,154,919,49,8.31000042,1180,18.8235302,12,15,3.25
1.113105194,154,919,46,8.31000042,1180,18.8235302,-3,15,2.09
1.113105194,154,919,46,8.31000042,1180,18.8235302,11,8,1.13
1.113105194,154,919,46,3.839999914,953,18.8235302,28,10,4.91
1.113105194,154,919,44,3.839999914,953,18.8235302,4,4,2.68
1.113105194,154,919,41,12.35000038,1528,32.54901886,18,13,1.85
1.113105194,154,919,40,12.35000038,1528,32.54901886,-1,13,2.30
1.113105194,154,919,40,3.730000019,1138,32.54901886,15,7,1.46
1.113105194,154,919,37,3.730000019,1138,32.54901886,14,7,3.09
1.113105194,154,919,35,3.730000019,1138,32.54901886,22,8,3.89
1.113105194,154,919,35,16.95999908,1496,32.54901886,3,10,3.92
1.113105194,154,919,35,16.95999908,1496,24.70588303,0,13,4.82
1.113105194,154,919,33,16.95999908,1496,24.70588303,4,4,3.72
1.113105194,154,919,33,3.529999971,1110,24.70588303,16,13,1.81
1.113105194,154,919,31,3.670000076,892,24.70588303,9,15,0.50
1.113105194,154,919,27,3.670000076,892,24.70588303,22,7,0.14
1.113105194,154,919,27,3.619999886,850,15.68627453,-4,8,4.29
1.113105194,154,919,20,3.619999886,850,15.68627453,-3,11,0.41
1.113105194,154,919,11,3.619999886,850,15.68627453,16,9,0.37
1.113105194,154,919,11,17.59000015,1732,15.68627453,-2,15,2.62
1.113105194,154,919,15,17.59000015,1732,15.68627453,15,10,4.17
1.113105194,154,919,19,17.59000015,1732,15.68627453,16,7,2.21
1.113105194,154,919,19,18.51000023,1751,15.68627453,12,5,2.65
1.113105194,154,919,23,18.51000023,1751,15.68627453,5,5,0.71
1.553684741,155,1495,51,1,1853,18.03921509,25,10,3.40
1.553684741,155,1495,52,1,1985,29.41176605,21,5,4.95
1.553684741,155,1495,54,1,1985,29.41176605,6,10,1.09
1.553684741,155,1495,55,1,2082,29.41176605,22,10,3.70
1.553684741,155,1495,55,1,2082,29.41176605,-5,6,2.06
1.553684741,155,1495,56,1,2124,29.41176605,-5,13,3.51
1.553684741,155,1495,56,1,2124,18.03921509,5,5,0.73
1.553684741,155,1495,56,1,2123,18.03921509,19,13,1.49
1.553684741,155,1495,55,1,2123,18.03921509,-4,12,1.65
1.553684741,155,1495,54,1,2067,18.03921509,25,14,3.77
1.553684741,155,1495,54,1,2067,14.90196133,1,11,2.88
1.553684741,155,1495,52,1,2067,14.90196133,15,9,4.78
1.553684741,155,1495,52,1,1818,14.90196133,22,10,0.83
1.553684741,155,1495,48,1,1818,14.90196133,13,4,3.50
1.553684741,155,1495,44,1,1818,14.90196133,26,7,2.75
1.553684741,155,1495,44,1,1657,14.90196133,14,14,4.40
1.553684741,155,1495,36,1,1657,14.90196133,19,10,2.52
1.553684741,155,1495,36,1,1657,15.29411793,25,15,4.98
1.553684741,155,1495,30,1,1152,15.29411793,28,8,1.32
1.553684741,155,1495,27,1,1152,15.29411793,23,15,3.54
1.553684741,155,1495,24,1,943,15.29411793,6,10,0.93
1.553684741,155,1495,21,1,943,15.29411793,-5,15,1.49
1.553684741,155,1495,21,1,943,15.29411793,-3,7,4.56
1.553684741,155,1495,18,1,662,13.33333397,19,10,2.93
1.553684741,155,1495,14,1,662,13.33333397,11,14,4.69
1.553684741,155,1495,8,1,659,13.33333397,5,14,5.00
1.553684741,155,1495,2,1,659,13.33333397,8,5,3.49
1.553684741,155,1495,2,1,668,13.33333397,-5,13,4.29
1.553684741,155,1495,2,1,668,16.47058868,27,8,1.43
1.553684741,155,1495,0,1,668,16.47058868,17,13,0.21
1.553684741,155,1495,0,1,686,16.47058868,29,6,2.69
1.553684741,155,1495,0,1,690,16.47058868,6,9,3.75
1.553684741,155,1495,0,1,690,16.86274529,21,5,4.79
1.553684741,155,1495,0,1,697,16.86274529,-2,15,0.41
1.553684741,155,1495,0,1,692,16.86274529,27,13,3.02
1.553684741,155,1495,0,1,678,16.86274529,22,7,2.79
1.553684741,155,1495,0,1,679,16.86274529,10,15,1.65
1.553684741,155,1495,0,1,680,17.64705849,24,6,3.77
1.553684741,155,1495,0,1,676,17.64705849,18,5,1.38
1.553684741,155,1495,0,1,683,17.64705849,11,10,0.82
1.553684741,155,1495,0,1,683,17.25490189,-2,12,0.85
1.553684741,155,1495,0,1,674,17.25490189,25,14,4.43
1.553684741,155,1495,0,1,674,17.25490189,30,10,1.31
1.553684741,155,1495,0,1,692,17.25490189,13,4,4.62
1.553684741,155,1495,0,1,692,16.86274529,26,10,4.39
1.553684741,155,1495,0,1,682,16.86274529,29,8,1.30
1.553684741,155,1495,0,1,678,16.86274529,26,8,2.89
1.553684741,155,1495,0,1,698,16.86274529,-4,9,1.92
1.553684741,155,1495,0,1,1307,16.86274529,17,14,3.37
1.553684741,155,1495,0,1,1307,40,-4,7,3.09
1.553684741,155,1495,12,1,1307,40,23,13,4.56
1.553684741,155,1495,12,1,1402,40,10,7,2.68
1.553684741,155,1495,16,1,1402,40,-5,14,3.27
1.553684741,155,1495,16,1,2508,40,5,12,2.45
1.553684741,155,1495,16,1,2508,40,15,10,1.57
1.553684741,155,1495,22,1,2508,40,28,11,3.93
1.553684741,155,1495,22,1,2508,46.27450943,20,7,2.51
1.553684741,155,1495,28,1,2508,46.27450943,19,6,2.94
1.553684741,155,1495,28,1,3403,46.27450943,13,12,2.90
1.553684741,155,1495,32,1,3403,46.27450943,21,8,0.87
1.553684741,155,1495,31,1,3403,46.27450943,10,13,3.30
1.553684741,155,1495,31,1,2079,46.27450943,5,9,1.76
1.553684741,155,1495,33,1,2079,46.27450943,16,6,3.59
1.553684741,155,1495,34,1,2079,30.98039246,7,15,4.33
1.553684741,155,1495,34,1,2314,30.98039246,14,5,0.78
1.553684741,155,1495,36,1,2314,30.98039246,7,12,3.01
1.553684741,155,1495,39,1,2314,30.98039246,4,11,3.89
1.553684741,155,1495,39,1,2603,30.98039246,27,14,1.90
1.553684741,155,1495,41,1,2603,30.98039246,16,9,4.66
1.553684741,155,1495,41,1,2603,30.98039246,13,11,0.37
1.553684741,155,1495,44,1,2603,30.98039246,-3,4,0.13
1.553684741,155,1495,44,1,2966,34.90196228,-2,11,2.76
1.553684741,155,1495,47,1,2966,34.90196228,8,10,2.03
1.553684741,155,1495,50,1,2966,34.90196228,23,7,0.07
1.553684741,155,1495,50,1,3317,34.90196228,24,4,3.99
1.553684741,155,1495,52,1,3317,34.90196228,5,6,3.78
1.553684741,155,1495,54,1,3317,34.90196228,-2,8,1.25
1.553684741,155,1495,54,1,3518,34.90196228,6,8,4.98
1.553684741,155,1495,56,1,3518,23.52941132,30,4,3.38
1.553684741,155,1495,56,1,3305,23.52941132,30,13,2.54
1.553684741,155,1495,55,1,3305,23.52941132,14,9,3.99
1.553684741,155,1495,55,1,2127,23.52941132,15,15,2.58
1.553684741,155,1495,56,1,2127,21.17647171,1,9,2.92
1.553684741,155,1495,56,1,2143,21.17647171,16,10,0.55
1.553684741,155,1495,57,1,2143,21.17647171,25,8,1.66
1.553684741,155,1495,57,1,2152,21.17647171,18,6,4.74
1.553684741,155,1495,57,1,2152,21.17647171,3,9,0.80
1.553684741,155,1495,56,1,2152,21.17647171,18,5,3.62
1.553684741,155,1495,56,1,2135,19.6078434,-5,7,2.37
1.553684741,155,1495,55,1,2135,19.6078434,10,6,4.92
1.553684741,155,1495,55,1,2047,19.6078434,29,4,2.04
1.553684741,155,1495,54,1,2047,19.6078434,-1,9,4.19
1.553684741,155,1495,54,1,2047,19.6078434,-2,8,1.41
1.553684741,155,1495,51,1,2047,19.6078434,7,4,3.45
1.553684741,155,1495,51,1,1752,19.6078434,30,5,4.37
1.553684741,155,1495,46,1,1752,15.29411793,5,8,4.23
1.553684741,155,1495,44,1,1752,15.29411793,6,15,1.31
1.553684741,155,1495,44,1,1560,15.29411793,9,15,4.69
1.553684741,155,1495,41,1,1560,15.29411793,-2,8,4.00
1.553684741,155,1495,37,1,1560,15.29411793,6,13,0.80
1.553684741,155,1495,37,1,1268,15.29411793,5,6,1.75
1.553684741,155,1495,33,1,1268,15.29411793,10,8,0.47
1.553684741,155,1495,33,1,1268,14.90196133,7,9,2.87
1.553684741,155,1495,29,1,1268,14.90196133,29,14,0.19
1.553684741,155,1495,29,1,897,14.90196133,10,15,0.88
1.553684741,155,1495,24,1,897,14.90196133,15,10,2.17
1.553684741,155,1495,21,1,897,14.90196133,7,9,2.40
1.553684741,155,1495,21,1,697,14.90196133,15,4,0.52
1.553684741,155,1495,18,1,697,14.90196133,25,5,1.36
1.553684741,155,1495,14,1,697,16.86274529,-5,5,0.14
1.553684741,155,1495,14,1,670,16.86274529,11,12,1.35
1.553684741,155,1495,7,1,670,16.86274529,28,6,1.84
1.553684741,155,1495,2,1,670,16.86274529,17,8,3.66
1.553684741,155,1495,2,1,674,16.86274529,7,14,2.31
1.553684741,155,1495,2,1,674,17.25490189,11,5,1.24
1.553684741,155,1495,0,1,674,17.25490189,-2,4,1.79
1.553684741,155,1495,0,1,682,17.25490189,28,4,3.68
1.553684741,155,1495,0,1,683,17.25490189,3,5,0.43
